Type,Name,IUIS,inSilico,Source,Last Update,Code
397,Poa p 13,0,,Grasses; June Grass; Kentucky Blue grass; Plants; Poa pratensis; Poaceae,21.01.09,579
398,Poa p 2,0,,Grasses; June Grass; Kentucky Blue grass; Plants; Poa pratensis; Poaceae,15.12.12,827
399,Poa p 4,0,,Grasses; June Grass; Kentucky Blue grass; Plants; Poa pratensis; Poaceae,15.12.12,580
400,Poa p 5,1,,Grasses; June Grass; Kentucky Blue grass; Plants; Poa pratensis; Poaceae,10.09.18,581
401,Poa p 6,0,,Grasses; June Grass; Kentucky Blue grass; Plants; Poa pratensis; Poaceae,07.07.13,743
402,Poa p 7,0,,Grasses; June Grass; Kentucky Blue grass; Plants; Poa pratensis; Poaceae,18.08.08,1391
403,Pro j 1,1,,Algorrobo; Fabaceae; Ironwood; Mesquite; Mimosa juliflora; Plants; Prosopis juliflora; Prosopsis juliflora,28.12.16,11817
404,Pro j 2,1,,Algorrobo; Fabaceae; Ironwood; Mesquite; Mimosa juliflora; Plants; Prosopis juliflora; Prosopsis juliflora,15.06.14,11630
405,Pro j 20kD,0,,Algorrobo; Fabaceae; Ironwood; Mesquite; Mimosa juliflora; Plants; Prosopis juliflora; Prosopsis juliflora,02.12.12,933
406,Pru p 9,1,,Amygdalus persica; Nectarine; Peach; Persica vulgaris; Plants; Prunus persica; Rosaceae,16.12.18,12189
407,Que a 1,1,,Birch/Hazel/Oak-related Species; English Oak; Fagaceae; Fagales; Plants; Quercus alba; White Oak,26.08.16,610
408,Que a 2,0,,Birch/Hazel/Oak-related Species; English Oak; Fagaceae; Fagales; Plants; Quercus alba; White Oak,05.04.15,728
409,Que a 4,0,,Birch/Hazel/Oak-related Species; English Oak; Fagaceae; Fagales; Plants; Quercus alba; White Oak,05.04.15,729
410,Que m 1,1,,Birch/Hazel/Oak-related Species; Fagaceae; Mongolian Oak; Plants; Quercus mongolica,20.01.19,12197
411,Que ru 1,0,1,Birch/Hazel/Oak-related Species; Fagaceae; Fagales; Northern Red Oak; Plants; Quercus rubra,29.06.15,10130
412,Que su 1,0,1,Birch/Hazel/Oak-related Species; Cork Oak; Fagaceae; Fagales; Plants; Quercus suber,18.12.12,10129
413,Que su 2,0,1,Birch/Hazel/Oak-related Species; Cork Oak; Fagaceae; Fagales; Plants; Quercus suber,27.10.12,10224
414,Ric c 8,0,,Castor Bean; Euphorbiaceae; Plants; Ricinus communis,23.08.14,1191
415,Rob p 2,0,,Fabaceae; Locust Tree; Plants; Robinia pseudoacacia,22.11.09,2912
416,Rob p 4,0,,Fabaceae; Locust Tree; Plants; Robinia pseudoacacia,22.11.09,2913
417,Rob p Glucanase,0,,Fabaceae; Locust Tree; Plants; Robinia pseudoacacia,22.11.09,2914
418,Roy re 2,0,1,Arecaceae; Arecaceae ; Cuban Royal Palm; Florida Royal Palm; Palma elata; Plants; Roystonea elata; Roystonea floridana; Roystonea regia,15.08.15,3562
419,Sac sp 13,0,,Fodder Cane; Grasses; Imperata spontanea; Kans Grass; Plants; Poaceae; Saccharum aegyptiacum; Saccharum arenicola; Saccharum biflorum; Saccharum boga; Saccharum caducum; Saccharum canaliculatum; Saccharum casi; Saccharum chinense; Saccharum glaza; Saccharum insulare; Saccharum klagha; Saccharum lota; Saccharum modhara; Saccharum palisotii; Saccharum propinquum; Saccharum semidecumbens; Saccharum speciossisimum; Saccharum spontaneum; Saccharum tenuis; Tricholaena semidecumbens; Wild Cane; Wild Sugarcane,25.03.15,11743
420,Sac sp 7,0,,Fodder Cane; Grasses; Imperata spontanea; Kans Grass; Plants; Poaceae; Saccharum aegyptiacum; Saccharum arenicola; Saccharum biflorum; Saccharum boga; Saccharum caducum; Saccharum canaliculatum; Saccharum casi; Saccharum chinense; Saccharum glaza; Saccharum insulare; Saccharum klagha; Saccharum lota; Saccharum modhara; Saccharum palisotii; Saccharum propinquum; Saccharum semidecumbens; Saccharum speciossisimum; Saccharum spontaneum; Saccharum tenuis; Tricholaena semidecumbens; Wild Cane; Wild Sugarcane,25.03.15,11744
421,Sal k 1,1,,Amaranthaceae; Kali tragus; Kali turgidum; Plants; Russian-thistle; Salsola kali; Salsola pestifer; Salsola tragus,22.05.19,3348
422,Sal k 2,1,,Amaranthaceae; Kali tragus; Kali turgidum; Plants; Russian-thistle; Salsola kali; Salsola pestifer; Salsola tragus,26.08.13,617
423,Sal k 3,1,,Amaranthaceae; Kali tragus; Kali turgidum; Plants; Russian-thistle; Salsola kali; Salsola pestifer; Salsola tragus,26.08.13,8167
424,Sal k 4,1,,Amaranthaceae; Kali tragus; Kali turgidum; Plants; Russian-thistle; Salsola kali; Salsola pestifer; Salsola tragus,04.04.15,2099
425,Sal k 5,1,,Amaranthaceae; Kali tragus; Kali turgidum; Plants; Russian-thistle; Salsola kali; Salsola pestifer; Salsola tragus,23.04.16,8202
426,Sal k 6,1,,Amaranthaceae; Kali tragus; Kali turgidum; Plants; Russian-thistle; Salsola kali; Salsola pestifer; Salsola tragus,02.06.17,12023
427,Sal k 7,1,,Amaranthaceae; Kali tragus; Kali turgidum; Plants; Russian-thistle; Salsola kali; Salsola pestifer; Salsola tragus,02.06.17,12008
428,Sam n 1,0,,Adoxaceae; Eldberry; European Elder; Plants; Sambucus nigra,28.12.14,1246
429,Sec c 1,0,,Grasses; Plants; Poaceae; Rye; Secale cereale,31.05.15,620
430,Sec c 12,0,,Grasses; Plants; Poaceae; Rye; Secale cereale,03.09.10,830
431,Sec c 13,0,,Grasses; Plants; Poaceae; Rye; Secale cereale,21.01.09,2528
432,Sec c 2,0,,Grasses; Plants; Poaceae; Rye; Secale cereale,15.12.12,829
433,Sec c 3,0,,Grasses; Plants; Poaceae; Rye; Secale cereale,18.12.12,5882
434,Sec c 4,0,,Grasses; Plants; Poaceae; Rye; Secale cereale,21.07.13,622
435,Sec c 5,1,,Grasses; Plants; Poaceae; Rye; Secale cereale,21.04.14,623
436,Sen j MDH,0,,Asteraceae; Jacobaea vulgaris; Mugwort/Ragweed-related Species; Plants; Ragwort; Senecio jacobaea; Stinking Willie; Tansy Ragwort,13.04.09,4060
437,Sen j PL,0,,Asteraceae; Jacobaea vulgaris; Mugwort/Ragweed-related Species; Plants; Ragwort; Senecio jacobaea; Stinking Willie; Tansy Ragwort,10.02.09,4061
438,Set it 1,0,1,Foxtail Millet; Grasses; Plants; Poaceae; Setaria italica,15.08.13,11282
439,Set it 11,0,1,Foxtail Millet; Grasses; Plants; Poaceae; Setaria italica,15.08.13,11022
440,Set it 12,0,1,Foxtail Millet; Grasses; Plants; Poaceae; Setaria italica,22.07.13,11020
441,Set it 13,0,1,Foxtail Millet; Grasses; Plants; Poaceae; Setaria italica,15.08.13,11284
442,Sor b 1,0,1,Grasses; Plants; Poaceae; Sorghum; Sorghum bicolor; Sorghum vulgare,24.10.15,770
443,Sor b 11,0,1,Grasses; Plants; Poaceae; Sorghum; Sorghum bicolor; Sorghum vulgare,22.07.13,11023
444,Sor b 12,0,1,Grasses; Plants; Poaceae; Sorghum; Sorghum bicolor; Sorghum vulgare,27.10.12,10226
445,Sor b 13,0,1,Grasses; Plants; Poaceae; Sorghum; Sorghum bicolor; Sorghum vulgare,15.08.13,11283
446,Sor b 2,0,1,Grasses; Plants; Poaceae; Sorghum; Sorghum bicolor; Sorghum vulgare,22.08.17,12025
447,Sor b 7,0,1,Grasses; Plants; Poaceae; Sorghum; Sorghum bicolor; Sorghum vulgare,28.10.12,10236
448,Sor h 1,1,,Grasses; Johnson Grass; Plants; Poaceae; Sorghum halepense,29.03.18,643
449,Sor h 12,0,,Grasses; Johnson Grass; Plants; Poaceae; Sorghum halepense,29.03.18,1115
450,Sor h 13,1,,Grasses; Johnson Grass; Plants; Poaceae; Sorghum halepense,29.03.18,11623
451,Sor h 2,1,,Grasses; Johnson Grass; Plants; Poaceae; Sorghum halepense,22.08.17,11901
452,Sor h 23,0,,Grasses; Johnson Grass; Plants; Poaceae; Sorghum halepense,29.03.18,12117
453,Sor h 7,0,,Grasses; Johnson Grass; Plants; Poaceae; Sorghum halepense,29.03.18,1397
454,Sor h CP,0,,Grasses; Johnson Grass; Plants; Poaceae; Sorghum halepense,20.01.13,10796
455,Spo in 1,0,,Agrostis elongata; Agrostis indica; Agrostis tenacissima; Agrostis tenuissima; Grasses; Plants; Poaceae; Rattail Smutgrass; Smut Grass; Sporobolus angustus; Sporobolus berterianus; Sporobolus berteroanus; Sporobolus elongatus; Sporobolus exilis; Sporobolus indicus; Sporobolus lamarckii; Vilfa angusta; Vilfa berteroana; Vilfa elongata; Vilfa exilis; Vilfa familiaris; Vilfa indica; Vilfa rupestris,25.03.15,11745
456,Spo in 13,0,,Agrostis elongata; Agrostis indica; Agrostis tenacissima; Agrostis tenuissima; Grasses; Plants; Poaceae; Rattail Smutgrass; Smut Grass; Sporobolus angustus; Sporobolus berterianus; Sporobolus berteroanus; Sporobolus elongatus; Sporobolus exilis; Sporobolus indicus; Sporobolus lamarckii; Vilfa angusta; Vilfa berteroana; Vilfa elongata; Vilfa exilis; Vilfa familiaris; Vilfa indica; Vilfa rupestris,25.03.15,11746
457,Spo in 7,0,,Agrostis elongata; Agrostis indica; Agrostis tenacissima; Agrostis tenuissima; Grasses; Plants; Poaceae; Rattail Smutgrass; Smut Grass; Sporobolus angustus; Sporobolus berterianus; Sporobolus berteroanus; Sporobolus elongatus; Sporobolus exilis; Sporobolus indicus; Sporobolus lamarckii; Vilfa angusta; Vilfa berteroana; Vilfa elongata; Vilfa exilis; Vilfa familiaris; Vilfa indica; Vilfa rupestris,25.03.15,11747
458,Syr v 1,1,,Common Lilac; Oleaceae; Olive-related Species; Plants; Syringa vulgaris,18.09.16,644
459,Syr v 2,0,,Common Lilac; Oleaceae; Olive-related Species; Plants; Syringa vulgaris,05.04.15,2100
460,Syr v 3,1,,Common Lilac; Oleaceae; Olive-related Species; Plants; Syringa vulgaris,06.04.18,648
461,Tax d 2,0,1,Bald Cypress; Cedar/Cypress/Juniper-related Species; Cupressaceae; Plants; Taxodium distichum,12.09.11,5861
462,Thu oc 3,0,,Arborvitae; Cedar/Cypress/Juniper-related Species; Cupressaceae; Northern White-cedar; Plants; Thuja occidentalis,23.08.14,3667
463,Thu p 1,0,,Cedar/Cypress/Juniper-related Species; Cupressaceae; Giant Arborvitae; Plants; Thuja plicata,10.02.09,1342
464,Tri a 1,0,,Grasses; Plants; Poaceae; Triticum aestivum; Wheat,17.08.18,769
465,Tri a 12,1,,Grasses; Plants; Poaceae; Triticum aestivum; Wheat,17.03.18,767
466,Tri a 13,0,,Grasses; Plants; Poaceae; Triticum aestivum; Wheat,21.01.09,2529
467,Tri a 2,0,,Grasses; Plants; Poaceae; Triticum aestivum; Wheat,15.12.12,768
468,Tri a 3,0,,Grasses; Plants; Poaceae; Triticum aestivum; Wheat,03.12.12,725
469,Tri a 4,0,,Grasses; Plants; Poaceae; Triticum aestivum; Wheat,29.08.12,831
470,Tri a 5,0,,Grasses; Plants; Poaceae; Triticum aestivum; Wheat,18.12.12,745
471,Tri a 7,0,,Grasses; Plants; Poaceae; Triticum aestivum; Wheat,18.08.08,1396
472,Tri p 1,0,,Grasses; Plants; Poaceae; Trisetum paniceum; Wild Oat,18.12.12,4064
473,Tri p 5,0,,Grasses; Plants; Poaceae; Trisetum paniceum; Wild Oat,18.12.12,4065
474,Tri ur 1,0,1,Crithodium urartu; Grasses; Plants; Poaceae; Red Wild Einkorn; Triticum urartu; Wheat,13.08.13,11077
475,Tri ur 2,0,1,Crithodium urartu; Grasses; Plants; Poaceae; Red Wild Einkorn; Triticum urartu; Wheat,13.08.13,11075
476,Tri ur 3,0,1,Crithodium urartu; Grasses; Plants; Poaceae; Red Wild Einkorn; Triticum urartu; Wheat,13.08.13,11076
477,Tri ur 5,0,1,Crithodium urartu; Grasses; Plants; Poaceae; Red Wild Einkorn; Triticum urartu; Wheat,13.08.13,11074
478,Uro m 1,1,,Brachiaria mutica; Brachiaria numidiana; Brachiaria purpurascens; Buffalo Grass; California Grass; Grasses; Mauritius Grass; Panicum barbinode; Panicum equinum; Panicum guadaloupense; Panicum muticum; Panicum numidianum; Panicum paraguayense; Panicum pictigluma; Panicum purpurascens; Para Grass; Plants; Poaceae; Urochloa mutica,20.08.18,12168
479,Vac fa 1,1,,Acacia farnesiana; Dead-Finish; Fabaceae; Needle Bush; Plants; Prickly Moses; Sheep's Briar; Sweet Acacia; Vachellia farnesiana; Vachiella farnesiana,28.12.16,11813
480,Vac fa 2,1,,Acacia farnesiana; Dead-Finish; Fabaceae; Needle Bush; Plants; Prickly Moses; Sheep's Briar; Sweet Acacia; Vachellia farnesiana; Vachiella farnesiana,26.02.15,11665
481,Zea m 1,1,,Corn; Grasses; Maize; Plants; Poaceae; Zea mays,24.10.15,680
482,Zea m 11,0,1,Corn; Grasses; Maize; Plants; Poaceae; Zea mays,04.02.12,6139
483,Zea m 12,1,,Corn; Grasses; Maize; Plants; Poaceae; Zea mays,18.09.16,682
484,Zea m 13,0,,Corn; Grasses; Maize; Plants; Poaceae; Zea mays,24.10.15,683
485,Zea m 2,0,,Corn; Grasses; Maize; Plants; Poaceae; Zea mays,24.10.15,6138
486,Zea m 22,0,,Corn; Grasses; Maize; Plants; Poaceae; Zea mays,15.08.15,9198
487,Zea m 3,0,,Corn; Grasses; Maize; Plants; Poaceae; Zea mays,24.10.15,3014
488,Zea m 4,0,,Corn; Grasses; Maize; Plants; Poaceae; Zea mays,15.12.12,832
489,Zea m 5,0,,Corn; Grasses; Maize; Plants; Poaceae; Zea mays,06.12.12,1600
490,Zea m 7,0,,Corn; Grasses; Maize; Plants; Poaceae; Zea mays,28.12.16,1398
491,Zea m Zm13,0,,Corn; Grasses; Maize; Plants; Poaceae; Zea mays,18.12.12,1004
492,Zyg f 2,0,,Plants; Syrian Bean-Caper; Zygophyllaceae; Zygophyllum fabago,10.03.12,863
