"","Species","genus","Allergen.simple","Allergen.Family","Databases","Ref.manual","Mol.alt","Allergen.genus","Types","Matched.names","Species.in.data","Accepted.names.in.data","Matches.with.database"
"317","Plantago_lanceolata","Plantago","Pla_l_TPI","AF032: Triosephosphate isomerase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11842","Pla l TPI","Plantago_TPI","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_lanceolata","Plantago_lanceolata","1"
"318","Plantago_lanceolata","Plantago","Pla_ma_2","AF051: Profilin","AllergomeData","NA","Pla ma 2","Plantago_2","NA","Broadleaf_Plantain;_Buckhorn_Plantain;_Common_Plantain;_Greater_Plantain;_Plantaginaceae;_Plantago_asiatica;_Plantago_major;_Plants;_Rippleseed_Plantain","Plantago_lanceolata","Plantago_lanceolata","3"
"319","Plantago_major","Plantago","Pla_l_1","AF087: Ole e 1 family","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Pla l 1","Plantago_1","NA;Aero Plant;Airway;tree Lamiales Plantaginaceae","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort;Plantago_lanceolata","Plantago_major","Plantago_major","3"
"320","Plantago_major","Plantago","Pla_l_2","AF051: Profilin","AllergomeData;IUISallergens","NA","Pla l 2","Plantago_2","NA;Airway","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort;Plantago_lanceolata","Plantago_major","Plantago_major","3"
"321","Plantago_major","Plantago","Pla_l_22","AF031: Enolase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11848","Pla l 22","Plantago_22","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_major","Plantago_major","3"
"322","Plantago_major","Plantago","Pla_l_4","AF007: EF hand family","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11841","Pla l 4","Plantago_4","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_major","Plantago_major","3"
"323","Plantago_major","Plantago","Pla_l_AHC","Adenosylhomocysteinases","AllergomeData","Allergome; Gadermaier 2014","Pla l AHC","Plantago_AHC","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_major","Plantago_major","3"
"324","Plantago_major","Plantago","Pla_l_ATPS","ATP synthase","AllergomeData","Allergome; Gadermaier 2014","Pla l ATPS","Plantago_ATPS","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_major","Plantago_major","3"
"325","Plantago_major","Plantago","Pla_l_Cytochrome_C","AF006: Cytochrome c","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=2438","Pla l Cytochrome C","Plantago_C","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_major","Plantago_major","3"
"326","Plantago_major","Plantago","Pla_l_FPA","AF197: Fructose bisphosphate aldolase class I","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11844","Pla l FPA","Plantago_FPA","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_major","Plantago_major","3"
"327","Plantago_major","Plantago","Pla_l_MDH","AF014: Lactate/malate dehydrogenase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11843","Pla l MDH","Plantago_MDH","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_major","Plantago_major","3"
"328","Plantago_major","Plantago","Pla_l_PGK","Phosphoglycerate kinase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11845","Pla l PGK","Plantago_PGK","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_major","Plantago_major","3"
"329","Plantago_major","Plantago","Pla_l_TPI","AF032: Triosephosphate isomerase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11842","Pla l TPI","Plantago_TPI","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_major","Plantago_major","3"
"330","Plantago_major","Plantago","Pla_ma_2","AF051: Profilin","AllergomeData","NA","Pla ma 2","Plantago_2","NA","Broadleaf_Plantain;_Buckhorn_Plantain;_Common_Plantain;_Greater_Plantain;_Plantaginaceae;_Plantago_asiatica;_Plantago_major;_Plants;_Rippleseed_Plantain","Plantago_major","Plantago_major","1"
"331","Poa_angustifolia","Poa","Fes_e_13","AF057: Polygalacturonase","AllergomeData","NA","Fes e 13","Poa_13","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","Poa_angustifolia","Poa_angustifolia","3"
"332","Poa_angustifolia","Poa","Poa_p_10","AF006: Cytochrome c","AllergomeData","allergome","Poa p 10","Poa_10","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_angustifolia","Poa_angustifolia","3"
"333","Poa_angustifolia","Poa","Poa_p_13","AF057: Polygalacturonase","AllergomeData","NA","Poa p 13","Poa_13","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_angustifolia","Poa_angustifolia","3"
"334","Poa_angustifolia","Poa","Poa_p_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","NA","Poa p 2","Poa_2","NA;grass Poales","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_angustifolia","Poa_angustifolia","3"
"335","Poa_angustifolia","Poa","Poa_p_9","AF093: Expansin and expansin-like","SDAPallergen","SDAP: """"""""Beta-expansin; Old Name: Poa p 5, KBG 31, KBG 41, KBG 60, Poa p IX""""""""; http://fermi.utmb.edu/cgi-bin/SDAP/sdap_02?dB_Type=0&allid=38","Poa p 9","Poa_9","grass Poales","Poa_pratensis","Poa_angustifolia","Poa_angustifolia","3"
"336","Poa_angustifolia","Poa","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 1;Poa p 1","Poe_1","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_angustifolia","Poa_angustifolia","1b"
"337","Poa_angustifolia","Poa","Poe_12","AF051: Profilin","AllergomeData","NA","Poa p 12","Poe_12","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_angustifolia","Poa_angustifolia","1b"
"338","Poa_angustifolia","Poa","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","NA","Fes e 4;Poa p 4","Poe_4","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_angustifolia","Poa_angustifolia","1b"
"339","Poa_angustifolia","Poa","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 5;Poa p 5","Poe_5","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_angustifolia","Poa_angustifolia","1b"
"340","Poa_angustifolia","Poa","Poe_6","AF102: Group 5/6 grass pollen allergen","AllergomeData","NA","Poa p 6","Poe_6","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_angustifolia","Poa_angustifolia","1b"
"341","Poa_angustifolia","Poa","Poe_7","AF007: EF hand family","AllergomeData","NA","Fes e 7;Poa p 7","Poe_7","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_angustifolia","Poa_angustifolia","1b"
"342","Poa_annua","Poa","Fes_e_13","AF057: Polygalacturonase","AllergomeData","NA","Fes e 13","Poa_13","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","Poa_annua","Poa_annua","3"
"343","Poa_annua","Poa","Poa_p_10","AF006: Cytochrome c","AllergomeData","allergome","Poa p 10","Poa_10","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_annua","Poa_annua","3"
"344","Poa_annua","Poa","Poa_p_13","AF057: Polygalacturonase","AllergomeData","NA","Poa p 13","Poa_13","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_annua","Poa_annua","3"
"345","Poa_annua","Poa","Poa_p_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","NA","Poa p 2","Poa_2","NA;grass Poales","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_annua","Poa_annua","3"
"346","Poa_annua","Poa","Poa_p_9","AF093: Expansin and expansin-like","SDAPallergen","SDAP: """"""""Beta-expansin; Old Name: Poa p 5, KBG 31, KBG 41, KBG 60, Poa p IX""""""""; http://fermi.utmb.edu/cgi-bin/SDAP/sdap_02?dB_Type=0&allid=38","Poa p 9","Poa_9","grass Poales","Poa_pratensis","Poa_annua","Poa_annua","3"
"347","Poa_annua","Poa","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 1;Poa p 1","Poe_1","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_annua","Poa_annua","1b"
"348","Poa_annua","Poa","Poe_12","AF051: Profilin","AllergomeData","NA","Poa p 12","Poe_12","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_annua","Poa_annua","1b"
"349","Poa_annua","Poa","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","NA","Fes e 4;Poa p 4","Poe_4","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_annua","Poa_annua","1b"
"350","Poa_annua","Poa","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 5;Poa p 5","Poe_5","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_annua","Poa_annua","1b"
"351","Poa_annua","Poa","Poe_6","AF102: Group 5/6 grass pollen allergen","AllergomeData","NA","Poa p 6","Poe_6","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_annua","Poa_annua","1b"
"352","Poa_annua","Poa","Poe_7","AF007: EF hand family","AllergomeData","NA","Fes e 7;Poa p 7","Poe_7","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_annua","Poa_annua","1b"
"353","Poa_bulbosa","Poa","Fes_e_13","AF057: Polygalacturonase","AllergomeData","NA","Fes e 13","Poa_13","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","Poa_bulbosa","Poa_bulbosa","3"
"354","Poa_bulbosa","Poa","Poa_p_10","AF006: Cytochrome c","AllergomeData","allergome","Poa p 10","Poa_10","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_bulbosa","Poa_bulbosa","3"
"355","Poa_bulbosa","Poa","Poa_p_13","AF057: Polygalacturonase","AllergomeData","NA","Poa p 13","Poa_13","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_bulbosa","Poa_bulbosa","3"
"356","Poa_bulbosa","Poa","Poa_p_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","NA","Poa p 2","Poa_2","NA;grass Poales","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_bulbosa","Poa_bulbosa","3"
"357","Poa_bulbosa","Poa","Poa_p_9","AF093: Expansin and expansin-like","SDAPallergen","SDAP: """"""""Beta-expansin; Old Name: Poa p 5, KBG 31, KBG 41, KBG 60, Poa p IX""""""""; http://fermi.utmb.edu/cgi-bin/SDAP/sdap_02?dB_Type=0&allid=38","Poa p 9","Poa_9","grass Poales","Poa_pratensis","Poa_bulbosa","Poa_bulbosa","3"
"358","Poa_bulbosa","Poa","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 1;Poa p 1","Poe_1","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_bulbosa","Poa_bulbosa","1b"
"359","Poa_bulbosa","Poa","Poe_12","AF051: Profilin","AllergomeData","NA","Poa p 12","Poe_12","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_bulbosa","Poa_bulbosa","1b"
"360","Poa_bulbosa","Poa","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","NA","Fes e 4;Poa p 4","Poe_4","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_bulbosa","Poa_bulbosa","1b"
"361","Poa_bulbosa","Poa","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 5;Poa p 5","Poe_5","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_bulbosa","Poa_bulbosa","1b"
"362","Poa_bulbosa","Poa","Poe_6","AF102: Group 5/6 grass pollen allergen","AllergomeData","NA","Poa p 6","Poe_6","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_bulbosa","Poa_bulbosa","1b"
"363","Poa_bulbosa","Poa","Poe_7","AF007: EF hand family","AllergomeData","NA","Fes e 7;Poa p 7","Poe_7","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_bulbosa","Poa_bulbosa","1b"
"364","Poa_compressa","Poa","Fes_e_13","AF057: Polygalacturonase","AllergomeData","NA","Fes e 13","Poa_13","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","Poa_compressa","Poa_compressa","3"
"365","Poa_compressa","Poa","Poa_p_10","AF006: Cytochrome c","AllergomeData","allergome","Poa p 10","Poa_10","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_compressa","Poa_compressa","3"
"366","Poa_compressa","Poa","Poa_p_13","AF057: Polygalacturonase","AllergomeData","NA","Poa p 13","Poa_13","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_compressa","Poa_compressa","3"
"367","Poa_compressa","Poa","Poa_p_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","NA","Poa p 2","Poa_2","NA;grass Poales","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_compressa","Poa_compressa","3"
"368","Poa_compressa","Poa","Poa_p_9","AF093: Expansin and expansin-like","SDAPallergen","SDAP: """"""""Beta-expansin; Old Name: Poa p 5, KBG 31, KBG 41, KBG 60, Poa p IX""""""""; http://fermi.utmb.edu/cgi-bin/SDAP/sdap_02?dB_Type=0&allid=38","Poa p 9","Poa_9","grass Poales","Poa_pratensis","Poa_compressa","Poa_compressa","3"
"369","Poa_compressa","Poa","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 1;Poa p 1","Poe_1","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_compressa","Poa_compressa","1b"
"370","Poa_compressa","Poa","Poe_12","AF051: Profilin","AllergomeData","NA","Poa p 12","Poe_12","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_compressa","Poa_compressa","1b"
"371","Poa_compressa","Poa","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","NA","Fes e 4;Poa p 4","Poe_4","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_compressa","Poa_compressa","1b"
"372","Poa_compressa","Poa","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 5;Poa p 5","Poe_5","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_compressa","Poa_compressa","1b"
"373","Poa_compressa","Poa","Poe_6","AF102: Group 5/6 grass pollen allergen","AllergomeData","NA","Poa p 6","Poe_6","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_compressa","Poa_compressa","1b"
"374","Poa_compressa","Poa","Poe_7","AF007: EF hand family","AllergomeData","NA","Fes e 7;Poa p 7","Poe_7","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_compressa","Poa_compressa","1b"
